province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Negros Oriental,Tayasan,Councilor,"Cerna, Hermie Alcala",Bebit,Lakas-Christian Muslim Democrats,5156
Ilocos Norte,Bacarra,Councilor,"Visaya, Emilio Subia",Milio E.V.,Lakas-Christian Muslim Democrats,5157
Isabela,Quirino,Mayor,"Juan, Edward Domingo",Ed,Nationalist People's Coalition,5157
Laguna,Luisiana,Mayor,"Rondilla, Manuel Rodriguez",Maning,Laban ng Demokratikong Pilipino,5158
Laguna,Lumban,Mayor,"Rondilla, Manuel Rodriguez",Maning,Laban ng Demokratikong Pilipino,5158
Cebu,Moalboal,Councilor,"Avenido, Romualdo Abrenica",Maldo,Independent,5158
Misamis Oriental,Magsaysay Linugos,Mayor,"Ocot, Santiago Sr. Sabello",Toto,Philippine Democratic Socialist Party,5158
Benguet,Mankayan,Councilor,"Banario, Dario Sakito",Dar,Lakas-Christian Muslim Democrats,5159
Masbate,Uson,Councilor,"Capellan, Luciano Jr. Sanchez",Little,Lakas-Christian Muslim Democrats,5159
Capiz,President Roxas,Councilor,"Burgos, Federico Berunada",Tay Peding,Liberal Party,5162
Zamboanga Sibugay,Olutanga,Councilor,"Ruste, Arthur Panghaan",Thur,Lakas-Christian Muslim Democrats,5162
Camarines Sur,Canaman,Vice-Mayor,"Regulado, Venancio Barrosa",Ben,Aksyon Demokratiko,5163
Camarines Sur,Ocampo,Councilor,"Ponce, Pepito Ibarrientos",Boyes,Lakas-Christian Muslim Democrats,5163
Masbate,Uson,Councilor,"Bayaga, Sanicar Mandop",Tata,Lakas-Christian Muslim Democrats,5163
Albay,Rapu-Rapu,Councilor,"Dela Cruz, Erasmo Guianan",Eric,Independent,5165
Negros Oriental,Vallehermoso,Councilor,"Pescante, Vicente Abello",Enting,Lakas-Christian Muslim Democrats,5165
Aurora,Dipaculao,Councilor,"Tolentino, Reynante Amansec",Kudyas,Independent,5166
Agusan del Sur,Sibagat,Councilor,"Subaldo, Amabel Monoy",Emma,Independent,5166
Agusan del Sur,Sibagat,Councilor,"Subaldo, Amabel Monoy",Emma,Independent,5166
Capiz,Ivisan,Councilor,"Obrigue, Marita Cervas",Maritz,Liberal Party,5167
Iloilo,Igbaras,Councilor,"Espinosa, Romeo Eresuelo",Toti,Lakas-Christian Muslim Democrats,5167
Quirino,Diffun,Councilor,"Cariaga, Basilio Jr. Montemayor","Jun, Carton",Liberal Party,5168
Bohol,Duero,Councilor,"Cagasan, Julito Manding",Boy,Lakas- Christian Muslim Democrats,5168
Cagayan,Ballesteros,Vice-Mayor,"Collado, Gabino Ruiz",Binoy,Aksyon Demokratiko,5170
Nueva Ecija,Licab,Councilor,"Caraang, Luisito Mendoza",Chito,Lapiang Bagong Lakas ng Nueva Ecija,5170
Aklan,Balete,Councilor,"Bantigue, Inocentes Jr. F.",Nono,Nationalist People's Coalition,5170
Agusan del Sur,Trento,Councilor,"Tortor, Sandy Beray",Andit,Lakas-Christian Muslim Democrats,5170
Agusan del Sur,Trento,Councilor,"Tortor, Sandy Beray",Andit,Lakas-Christian Muslim Democrats,5170
Negros Oriental,Pamplona,Councilor,"Ramirez, Romeo Salma",Bebe,Nationalist People's Coalition,5170
Benguet,Tuba,Councilor,"Carantes, Valentino Umayam",Val Carantes,Aksyon Demokratiko,5171
Tarlac,Santa Ignacia,Mayor,"Malazo, Reynaldo Gonzales",Rene,Nationalist People's Coalition,5173
Laguna,Kalayaan,Vice-Mayor,"Magbojos, Celestino Jr. Cajipe",Tambling,Laban ng Demokratikong Pilipino,5173
Rizal,Baras,Councilor,"Dinozo, Nicanor Ocampo",Kano,Lakas-Christian Muslim Democrats,5173
Misamis Occidental,Oroquieta City,Vice-Mayor,"Azcuna, Melquiadez Jr. Dulalas",Jun,Lakas-Christian Muslim Democrats,5173
Davao del Sur,Hagonoy,Councilor,"Batulan, Abraham Taneo",Abe,Nationalista Party Coalition,5173
Bohol,Candijay,Councilor,"Castrodes, Peregrino Olaer",Peregrin,Kabalikat ng Malayang Pilipino,5174
Quezon,Pitogo,Councilor,"Bunag, John Paul Hutamares",Pj,KNP,5175
Southern Leyte,Malitbog,Councilor,"Escano, Ramon Rusca",Ramon,Nationalist People's Coalition,5175
Agusan del Sur,Bunawan,Councilor,"Amador, Ernesto Jr. Plaza",Jing,Lakas-Christian Muslim Democrats,5175
Agusan del Sur,Bunawan,Councilor,"Amador, Ernesto Jr. Plaza",Jing,Lakas-Christian Muslim Democrats,5175
Ilocos Norte,Paoay,Councilor,"Domingo, Araceli David",Cely,Laban ng Demokratikong Pilipino,5176
Orintal Mindoro,Pola,Councilor,"Axalan, Meynardo Cabrera",Meynard,Liberal Party,5176
Orintal Mindoro,Puerto Galera,Councilor,"Axalan, Meynardo Cabrera",Meynard,Liberal Party,5176
La Union,Santo Tomas,Councilor,"Doctolero, Winnie Nieva",Annie,Lakas-Christian Muslim Democrats,5177
Pampanga,Sasmuan Sexmoan,Vice-Mayor,"Panlaqui, Mozart Pinlac",Mozart,Lakas- Christian Muslim Democrats,5177
Masbate,San Jacinto,Councilor,"Esplana , Nonita Dejumo",Nic Nic,INA or Nationalist People's Coalition,5177
Capiz,Panitan,Councilor,"Diaz, Ma Nena Victoria Dorado",Marivic,Independent,5177
Cagayan,Alcala,Councilor,"Lazaro, Arthur Sales",Art,Nationalist People's Coalition,5178
Bohol,Clarin,Councilor,"Degamo, Alpiniano Pogoy",Ondoy,Lakas- Christian Muslim Democrats,5178
Negros Oriental,Ayungon,Councilor,"Baylosis, Leonora Dayupay",Nora,Lakas-Christian Muslim Democrats,5178
Camarines Sur,Baao,Councilor,"Barcenas, Danilo Fajardo",Dandan,Lakas-Christian Muslim Democrats,5179
Isabela,Naguilian,Councilor,"Bigornia, Juancho Mari Molinar",Chu-Chu,Independent,5180
Quezon,Real,Councilor,"Castro, Darius Boiser",Dar,Liberal Party,5180
Camarines Sur,Pasacao,Councilor,"Reyes, Randolph Lee Oliver",Paras,Liberal Party,5180
Masbate,San Jacinto,Councilor,"Dejumo, Sanny Almine",Nonoy,INA or Nationalist People's Coalition,5180
Misamis Oriental,Salay,Councilor,"Capistrano, Eleuteria Jamero",Terry,Lakas-Christian Muslim Democrats,5180
Misamis Oriental,Manticao,Councilor,"Orong, Jezelindo Acain",Jess,Lakas-Christian Muslim Democrats,5181
Cagayan,Santa Nino Faire,Councilor,"Uy, Romeo Agustin",Romy,Nationalist People's Coalition,5182
Pangasinan,Mapandan,Councilor,"Biagtan, Leopoldo Carino",Fred,Laban ng Demokratikong Pilipino,5183
Marinduque,Boac,Councilor,"Mercene, Angelito Musnit",Lito,Independent,5183
Bohol,Pilar,Councilor,"Margatinez, Moises Cabanig",Salem,Lakas- Christian Muslim Democrats,5183
Nueva Ecija,Llanera,Councilor,"Martin, Oscar Mariano",Bong,Lapiang Bagong Lakas ng Nueva Ecija,5186
Leyte,San Isidro,Councilor,"Vercede, Alvin Gabi",Boyet,REPORMA-LM,5186
Ilocos Norte,Paoay,Councilor,"Ragual, Julius Cacayorin",Juls,Lakas-Christian Muslim Democrats,5187
Iloilo,Pavia,Councilor,"Gumban, Raymund Villalon",Mon,Nationalist People's Coalition,5188
Negros Occidental,Moises Padilla Magallon,Councilor,"Fajardo, Jeneviv Embodo",Bebot,Nationalist People's Coalition,5188
Capiz,Sapi-an,Councilor,"Orillos, Julius Javillo",Juls,Lakas-Christian Muslim Democrats,5189
Misamis Oriental,Salay,Councilor,"Tan, Ronnie Kho",Tata,Lakas-Christian Muslim Democrats,5189
Ilocos Sur,Sannto Domingo,Councilor,"Figueras, Michael Villanueva",Boyet,Lakas-Christian Muslim Democrats or BILEG,5190
Misamis Oriental,Medina,Councilor,"Cabana, Victricio Carabanes",Vitlig,Lakas-Christian Muslim Democrats,5190
Misamis Occidental,Calamba,Councilor,"Garcia, Rodrigo Tungol",Bong,Reporma-LM,5190
Pangasinan,Dasol,Councilor,"Rosario, Mark Ernest De Leon",Mark,Laban ng Demokratikong Pilipino,5191
Masbate,Baleno,Councilor,"Cabug, Romeo Maglente",Romy,Lakas-Christian Muslim Democrats,5191
Palawan,Bataraza,Vice-Mayor,"Narrazid, Haron Yan",Haron,Liberal Party,5193
Cebu,Santa Fe,Councilor,"Pacinio, Herminigilda Gilbuena",Erming,Independent,5195
Antique,Bugasong,Councilor,"Bartolo, Jose Allan Sanchez",Alan,Lakas-Christian Muslim Democrats,5196
Guimaras,Nueva Valencia,Councilor,"Esmeralda, Emilio Sevelo",Emil,Liberal Party,5196
Northern Samar,Lope De Vega,Councilor,"Lao, Luis Ombrog",Boming,Lakas-Christian Muslim Democrats,5196
Lanao del Norte,Kauswagan,Councilor,"Abecia, Jessie Basmayon",Jess,Lakas-Christian Muslim Democrats,5196
Western Samar,San Jorge,Councilor,"Lababo, Avelino Agote",Billy,Puwersa ng Masang Pilipino,5198
Misamis Oriental,Magsaysay Linugos,Councilor,"Nisperos, Genaro Jr. Acaso",Nuj,KNP,5198
Davao Orienta,Manay,Councilor,"Dayanghirang, Samuel Castillo",Abing,Aksyon Demokratiko,5198
Quezon,Pitogo,Vice-Mayor,"Lao, Benedicto Tan",Siote,Liberal Party,5199
Camarines Sur,Milaor,Vice-Mayor,"Bermas, Senen Benig",Senen,Aksyon Demokratiko,5199
Southern Leyte,Tomas Oppus,Mayor,"Escano, Felicula Cruz",Felising,Lakas-Christian Muslim Democrats,5199
Misamis Oriental,Manticao,Councilor,"Generalao, Letecia Acero",Mommy,Independent,5199
Ilocos Norte,Pagudpud,Mayor,"Sales, Marlon Torres",Marlon,Laban ng Demokratikong Pilipino,5200
Quezon,Pitogo,Councilor,"Batralo, Rey Catahumber",Rey,Liberal Party,5201
Pangasinan,Santo Tomas,Mayor,"Villar, Vivien Ocampo",Jojo,Nationalist People's Coalition,5202
Bohol,Bilar,Councilor,"Cal, Danilo Sarong",Danny,Lakas- Christian Muslim Democrats,5202
Siquijor,San Juan,Councilor,"Ocay, Alberto Vios",Dodong,Lakas-Christian Muslim Democrats,5202
Southern Leyte,Bontoc,Councilor,"Cuadra, Arturo Gorduiz",Atoy,Puwersa ng Masang Pilipino,5202
Northern Samar,Palapag,Councilor,"Morta, Eduardo Getalado",Dardo,Liberal Party,5203
Palawan,Kalayaan,Councilor,"Favila, Alijotham Cardejon",Kadtanam,Puwersa ng Masang Pilipino,5205
Quezon,San Andres,Vice-Mayor,"Endiape, Charlie Gonzales",Pato,KNP,5206
Capiz,Cuartero,Councilor,"Openiano, Joemarie Hacermida",Joemarie,Lakas-Christian Muslim Democrats,5206
Zamboanga del Norte,Dumalinao,Councilor,"Paglinawan, Soledad Calimot",Soling,Nationalist People's Coalition,5206
Bukidnon,Dangcagan,Mayor,"Gudito, Fortunato Enderes",Tatoy,Lakas-Christian Muslim Democrats,5208
Surigao del Norte,Claver,Councilor,"Jamesula, Narlito Galinato",Ate,Lakas-Christian Muslim Democrats,5208
Surigao del Norte,Claver,Councilor,"Jamesula, Narlito Galinato",Ate,Lakas-Christian Muslim Democrats,5208
Pangasinan,Natividad,Councilor,"Alap, Virgie Calica",Jing Jing,Independent,5209
Marinduque,Mogpog,Councilor,"Molbog, Florito Morales",Polly,Lakas-Christian Muslim Democrats,5209
Biliran,Biliran,Vice-Mayor,"Enage, Leandro Batongbacal",Klong,Lakas-Christian Muslim Democrats,5209
Batangas,Alitagtag,Councilor,"Tenorio, Enrico Robles",Rico,Liberal Party,5210
Misamis Oriental,Talisayan,Councilor,"Vergara, Bernardino Orosco",Berning,Lakas-Christian Muslim Democrats,5210
Basilan,Lantawan,Vice-Mayor,"Hadjirul, Hamsarulla Nadua",Dodong,Laban ng Demokratikong Pilipino,5210
Capiz,Ivisan,Councilor,"Uguil, Ernesto Hilario",Erning,Liberal Party,5213
Mountain Province,Paracelis,Mayor,"Rafael, Cesar Balacanao",Saring,Independent,5214
Palawan,Brookes Point,Councilor,"Attam, Biusik Jalaluddin",Sik,Liberal Party,5214
Camarines Sur,Baao,Councilor,"Portacio, Florante Badiola",Polan,Liberal Party,5215
Bohol,Loboc,Mayor,"Calipusan, Leon Asane",Leon,Lakas- Christian Muslim Democrats,5215
Negros Occidental,San Enrique,Councilor,"Magallanes, Armando Nueva Espana",Mando,Nationalist People's Coalition-United Negros Alliance,5215
La Union,Naguilian,Councilor,"Sales, Nonito Aposaga",Noni,Independent,5216
Nueva Ecija,Talugtug,Councilor,"Pagaduan, Floro Jr. Caspillo",Jun Jun,Lakas-Christian Muslim Democrats,5216
Antique,San Jose,Councilor,"Sorilla, Edwin Nietes",Bong,Lakas-Christian Muslim Democrats,5216
Leyte,Inopacan,Mayor,"Lloren, Alfredo Delalamon",Al,Lakas-Christian Muslim Democrats,5216
Negros Occidental,Toboso,Councilor,"Taganile, Arturo Suarin",Turing,Nationalist People's Coalition or United Negros Alliance,5216
Pampanga,San Luis,Councilor,"Bati, Roman Caliwag",Romy,Nationalist People's Coalition,5217
Nueva Vizcaya,Bambang,Councilor,"Afalla, Ed Gallardo",Pogi,Laban Demokratikong Pilipino,5219
Aklan,Altavas,Vice-Mayor,"Belarmino, Rosario Bayot",Monday,Lakas-Christian Muslim Democrats,5219
Bukidnon,Lantapan,Councilor,"Clarin, Sergio Gaid",Sergs,Lakas-Christian Muslim Democrats,5219
Isabela,Naguilian,Councilor,"Reyes, Gaudencio Jr. Acosta",Godoy,Independent,5220
Quezon,Macalelon,Councilor,"Barreto, Pacita Mandac",Acit,Lakas-Christian Muslim Democrats,5220
Misamis Occidental,Tudela,Councilor,"Lim, Milo Galindo",Totong,Lakas-Christian Muslim Democrats,5220
Pangasinan,Mapandan,Councilor,"Mariano, Alicia Agustin",Alice,Puwersa ng Masang Pilipino,5221
Surigao del Norte,Tagana-an,Vice-Mayor,"Piao, Fernando Estrella",Nanding,Lakas-Christian Muslim Democrats,5221
Surigao del Norte,Tagana-an,Vice-Mayor,"Piao, Fernando Estrella",Nanding,Lakas-Christian Muslim Democrats,5221
Sorsogon,Donsol,Councilor,"Advincula, Zaldy Abitria",Okidok,Lakas-Christian Muslim Democrats,5222
Zamboanga del Norte,Dumalinao,Councilor,"Delacruz, Hernan Paraiso",Nanding,Lakas-Christian Muslim Democrats,5222
Bukidnon,Kibawe,Councilor,"Pendatun, Macmod Paiso",Mac,Lakas-Christian Muslim Democrats,5222
Negros Occidental,Valladolid,Councilor,"Soberano, Reyno Nicolao",Rey,Puwersa ng Demokratikong Pilipino,5222
Pangasinan,Calasiao,Calasiao,"Nacar, Noel Abella",Noel,Lakas-Christian Muslim Democrats,5223
Pampanga,Sasmuan Sexmoan,Councilor,"Alejo, Carmina Sapnu",Carmina,Aksyon Demokratiko,5223
Agusan del Sur,Trento,Councilor,"Patete, Jesus Nuer",Boy,Puwersa ng Masang Pilipino,5223
Agusan del Sur,Trento,Councilor,"Patete, Jesus Nuer",Boy,Puwersa ng Masang Pilipino,5223
Negros Occidental,Pulupandan,Councilor,"Javier, Salvador Ledesma",Buddy,Lakas-Christian Muslim Democrats,5223
Negros Occidental,San Enrique,Councilor,"Bobot, Armida Villo",Budi,Nationalist People's Coalition-United Negros Alliance,5223
Surigao del Sur,Carrascal,Councilor,"Eliot, Chito O.",Chito,Lakas-Christian Muslim Democrats,5224
Surigao del Sur,Carrascal,Councilor,"Eliot, Chito O.",Chito,Lakas-Christian Muslim Democrats,5224
Iloilo,Dingle,Councilor,"Quinlat, Wilfredo Sumbang",Boy,Lakas-Christian Muslim Democrats,5226
Misamis Occidental,Calamba,Councilor,"Yee, Bito Chua",Bit,Reporma-LM,5226
Compostela Valley,Mabini Dona Alicia,Councilor,"Rabia , Carmelito Uy",Dodong,Lakas-Christian Muslim Democrats,5227
Lanao del Sur,Sultan Dumalondong,Councilor,"Garcia, Francis Berondo",Paning,Ompia Party,5227
Cagayan,Abulug,Vice-Mayor,"Barroga, Rommel Tamondong",Rommel,Puwersa ng Masang Pilipino,5228
Laguna,Kalayaan,Councilor,"Laganas, Russel Altamirano",Otok,Laban ng Demokratikong Pilipino,5228
Benguet,Buguias,Councilor,"Calwag, Ireneo Colas",Ireneo,Lakas-Christian Muslim Democrats,5229
Orintal Mindoro,Bansud,Councilor,"Mampusti, Orville Jamilla",Ombet,Lakas-Christian Muslim Democrats,5229
Northern Samar,Catarman,Councilor,"Orquia, Mario Admana",Mario,Lakas-Christian Muslim Democrats,5229
Compostela Valley,New Bataan,Councilor,"Capuyan, Virgilio Dollasa",Billy,Independent,5230
South Cotabato,Banga,Councilor,"Leong, Joemarie Sugan",Tayding,Lakas-Christian Muslim Democrats,5230
Leyte,San Isidro,Councilor,"Veloso, Remedio Balmoria",Bebot,Lakas-Christian Muslim Democrats,5231
Zamboanga Sibugay,Siay,Councilor,"Kling, Nelcy Dubduban",Neneng,Puwersa ng Masang Pilipino,5232
Cagayan,Buguey,Councilor,"Altura , Arnold Arellano",Arnold,Nationalist People's Coalition,5233
Nueva Ecija,Quezon,Councilor,"Transfiguracion, Romy Ramos",Romy,Lapiang Bagong Lakas ng Nueva Ecija or Nationalist People's Coalition,5233
Misamis Oriental,Manticao,Councilor,"Uy, Juneto Lagrosas",Boy,KNP,5234
Bohol,Candijay,Councilor,"Hinacay, Deodoro Gultiano",Boy,Independent,5235
Bohol,Panglao,Councilor,"Arcamo, Venzencio Buhion",Benjie,Lakas- Christian Muslim Democrats,5236
Occidental Mindoro,Mamburao,Vice-Mayor,"Villanueva, Leonilo Mendoza",Nilo,Lakas-Christian Muslim Democrats,5238
Ilocos Norte,Batac City,Councilor,"Taroma, Ruben Guiang",Ruben,Lakas-Christian Muslim Democrats,5239
Zamboanga Sibugay,Mabuhay,Councilor,"Calonge, Romerico Jr. Panimdim",Jun,Lakas-Christian Muslim Democrats,5239
Capiz,Panitan,Councilor,"Bito-On, Ernesto Barroa",Boogie,Liberal Party,5240
Quezon,Unisan,Councilor,"Alpay, Angela Valenzuela",Allen,KNP,5242
Masbate,Placer,Councilor,"Araza, Dionesio Borado",Bobong,INA or Nationalist People's Coalition,5242
Cavite,Ternate,Mayor,"Lindo, Conrado Castillejos",Ade,Laban ng Demokratikong Pilipino or Partido Magdalo,5243
Camarines Sur,Caramoan,Councilor,"Purisima, Adelfa Teoxon",Delfa,Lakas-Christian Muslim Democrats,5243
Sorsogon,Castilla,Councilor,"Mendoza, Isagani Belen",Bong,Lakas-Christian Muslim Democrats,5243
Misamis Occidental,Oroquieta City,Councilor,"Dulalas, Richald Chiong",Tayo,Independent,5243
Quezon,San Francisco Aurora,Councilor,"Perjes, Macario Escobar",Caring,KNP,5244
Batangas,San Luis,Councilor,"Carandang, Reynato Gonzales",Tato,Liberal Party,5245
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Gil, Felix Villar",Lix,INA or Nationalist People's Coalition,5246
Pangasinan,Mabini,Councilor,"Nacional, Charlito Mendoza",Charlie,Lakas-Christian Muslim Democrats or Nationalist People's Coalition,5247
Surigao del Sur,Tago,Councilor,"Medrano, Eutiquia Lozada",Tiquetecs,Lakas-Christian Muslim Democrats,5247
Surigao del Sur,Tago,Councilor,"Medrano, Eutiquia Lozada",Tiquetecs,Lakas-Christian Muslim Democrats,5247
Bohol,Loboc,Councilor,"Cal, Raymond Gomez",Mon,Lakas- Christian Muslim Democrats,5248
Cebu,Cordoba,Councilor,"Jumao-as, Gregorio Ranan",Greg,Independent,5249
Zamboanga del Norte,Margosatubig,Councilor,"Pintac, Edward Banguis",Dodong,Nationalist People's Coalition,5249
Basilan,Tuburan,Councilor,"Sali, Samir Anjalin",Hj. Samir,Aksyon Demokratiko,5249
Quezon,Lucban,Councilor,"Permalino, Albert Emmanuel Salvanera",Boyet,Laban ng Demokratikong Pilipino,5250
Cebu,Asturias,Councilor,"Rallos, Jose Abraham Momongan",Abe,Lakas-Christian Muslim Democrats,5250
Isabela,Jones,Councilor,"Gumpal, Gaylord Bulan",Gaylord,Lakas-Christian Muslim Democrats,5252
Pangasinan,Agno,Councilor,"Nivera, Joel Nomil",Jho,Puwersa ng Masang Pilipino,5253
Quezon,Pitogo,Mayor,"Tan, Domingo Lim",Inggo,Liberal Party,5253
Northern Samar,Mondragon,Councilor,"Cabalitan, Matias B.",-,-,5253
Surigao del Norte,Tagana-an,Mayor,"Galanida, Mamerto Digal",Mamer,Lakas-Christian Muslim Democrats,5253
Surigao del Norte,Tagana-an,Mayor,"Galanida, Mamerto Digal",Mamer,Lakas-Christian Muslim Democrats,5253
Apayao,Conner,Mayor,"Betat, Manuel Ladab",Manning,Nationalist People's Coalition,5254
Leyte,La Paz,Councilor,"Cinco, Joel Custodio",Joel,Independent,5254
Leyte,Tabango,Councilor,"Cuta, Samuel Luzon",Sammy,REPORMA-LM,5254
Agusan del Norte,Magallanes,Councilor,"Auguis, Margarito Cabanca",Rito,Lakas-Christian Muslim Democrats,5255
Masbate,San Jacinto,Councilor,"Belmes, Nila Delavin",Nil,INA or Nationalist People's Coalition,5257
Aklan,Tangalan,Vice-Mayor,"Fuentes, Gene Torre",Gen-Gen,Lakas-Christian Muslim Democrats,5257
Basilan,Sumisip,Councilor,"Hamja, Sapura Ismail",Pura,Independent,5257
Cagayan,Ballesteros,Councilor,"Umblas, Francisco Torres",Ikko,Nationalist People's Coalition,5258
Romblon,San Andres,Councilor,"Mateo, Mariano Mallorca",Anoy,Nationalist People's Coalition,5258
Bohol,Valencia,Councilor,"Balistoy, Patricio Adams",Pati,Lakas- Christian Muslim Democrats,5258
Cebu,Catmon,Councilor,"Bustamante, Celso Ceniza",Esoy,Independent,5258
Surigao del Norte,Claver,Councilor,"Elpa, Eric Camarote",Eric,Lakas-Christian Muslim Democrats,5258
Surigao del Norte,Claver,Councilor,"Elpa, Eric Camarote",Eric,Lakas-Christian Muslim Democrats,5258
Laguna,Victoria,Councilor,"Evio, Cecilia Loteria",Cecil,Lakas-Christian Muslim Democrats,5259
Bohol,Guindulman,Councilor,"Dela Pena, Rogelio Golosino",Yo,Laban ng Demokratikong Pilipino,5259
Negros Oriental,Valencia Luzurriaga,Councilor,"Catan, Joseph Ortaliz",Dengue,Lakas-Christian Muslim Democrats,5259
Antique,San Remegio,Mayor,"Coloso, Elizabeth Cabigunda",Cacay,Lakas-Christian Muslim Democrats,5260
Cebu,Alegria,Councilor,"Homecillo, Dioscoro Baylosis",Orot,Lakas-Christian Muslim Democrats,5260
Cebu,Alegria,Councilor,"Magallon, Gilberto Fernandez",Dr. Maggie,Lakas-Christian Muslim Democrats,5260
Zamboanga Sibugay,Payao,Vice-Mayor,"Chiong, Carlito Alvarado",Bobong,Lakas-Christian Muslim Democrats,5260
Pampanga,San Simon,Councilor,"Santillian, Pedro Santos",Pete,Liberal Party,5261
Batangas,San Luis,Councilor,"Hernandez, Masikap Masangkay",Masing,Liberal Party,5261
Cebu,Alegria,Councilor,"Ferras, Joseph Mascardo",Seph,Lakas-Christian Muslim Democrats,5261
Southern Leyte,Saint Bernard,Councilor,"Caday, Eralin Dela Pena",Eralyn,Lakas-Christian Muslim Democrats,5262
Ilocos Norte,Vintar,Councilor,"Agbayani, Lilia Alcaraz",L.A.,Kilusang Bagong Lipunan,5263
Misamis Occidental,Lopez Jaena,Councilor,"Balais, Judenes Kais",Dodong,Lakas-Christian Muslim Democrats,5263
Pangasinan,San Nicolas,Councilor,"Ebreo, Florence Cunanan",Polen,Nationalist People's Coalition,5264
Quezon,San Antonio,Mayor,"Wagan, Aniano Ariel Jr. Marquez",Ariel,KNP,5264
Aklan,Altavas,Councilor,"Solita, Joly Andres",Toto,Puwersa ng Masang Pilipino,5264
Cagayan,Abulug,Councilor,"Vargas, Precy Perez",Peth,Lakas-Christian Muslim Democrats,5266
Tarlac,Palauig,Councilor,"Angulo, Arnaldo Amog",Annot,Lakas-Christian Muslim Democrats,5267
Tarlac,San Antonio,Councilor,"Aratea, Imelda Beltran",Mel,Independent,5267
Marinduque,Boac,Councilor,"Hermosa, Herminio Jandusay",Teboy,Independent,5267
Aklan,Balete,Councilor,"Lachica, Cipriano Legaspi",Peri,Lakas-Christian Muslim Democrats,5267
Cagayan,Camalaniugan,Mayor,"Maguigad, Zenaida Aglipay",Zenaida or Aida or Ida or Aglipay  or Maguigad,Lakas-Christian Muslim Democrats,5268
Nueva Ecija,General Mamerto Natividad,Councilor,"Veneracion, Osmundo H.",Osman,Lapiang Bagong Lakas ng Nueva Ecija,5268
Davao Orienta,Cateel,Councilor,"Go, Edred Balbido",Edred,Lakas-Christian Muslim Democrats,5268
Tarlac,Mayantoc,Councilor,"Peralta, Aleli Manuel",Aya,Lakas-Christian Muslim Democrats,5271
Antique,Laua-an,Mayor,"Baladjay, Aser Samillano",Ontoy Aser,Liberal Party,5271
Apayao,Calanasan Bayag,Vice-Mayor,"Marrero, Perfecto Dunglay",Itong,Nationalist People's Coalition,5274
Zamboanga Sibugay,Olutanga,Mayor,"Capotulan, Joel Gorosin",Jing,Lakas-Christian Muslim Democrats,5274
Negros Oriental,Basay,Mayor,"Canamaque, Beda Legita",Maki,Lakas-Christian Muslim Democrats,5274
Tarlac,Masinloc,Councilor,"Bautista, Jeffrey Yap",Pot,Laban ng Demokratikong Pilipino,5276
Palawan,Aborlan,Mayor,"Adier, Celsa Bediores",Daycel,Lakas-Christian Muslim Democrats,5276
Misamis Oriental,Salay,Councilor,"Malijao, Welhelmina Rejas",Bebeth,Lakas-Christian Muslim Democrats,5277
Camiguin,Mahinog,Councilor,"Labadan, Leonardo Ucat",Nadong,Lakas-Christian Muslim Democrats,5278
Aklan,Libacao,Councilor,"Navarosa, Napoleon Nillasca",Nap,Nationalist People's Coalition,5279
Misamis Oriental,Magsaysay Linugos,Councilor,"Buhisan, Rey Babaylan",Rebu,Lakas-Christian Muslim Democrats,5279
Pangasinan,Bani,Councilor,"Bustarde, Carlos Doldol",Jr.,Laban ng Demokratikong Pilipino,5280
Guimaras,Nueva Valencia,Councilor,"Ortiz, Ramon Netura",Mon,Lakas-Christian Muslim Democrats,5280
Leyte,La Paz,Councilor,"Barona, Pio Superio",Pio,Nationalist People's Coalition,5280
Cagayan,Buguey,Councilor,"Avila, Anastacio Talla",Asiong,Nationalist People's Coalition,5281
Quezon,Guinayangan,Councilor,"Dublois, Norman Dela Rosa",Norman,Liberal Party,5281
Misamis Oriental,Lagonglong,Mayor,"Puertas, Clint Jude Caina",Entot,Lakas-Christian Muslim Democrats,5281
Misamis Oriental,Lugait,Vice-Mayor,"Colao, Bruce Augusto",Bro,Lakas-Christian Muslim Democrats,5281
Palawan,Brookes Point,Councilor,"Barroma, Mark Bing Manaois",Bella,Lakas-Christian Muslim Democrats,5282
Zamboanga del Norte,Pitogo,Councilor,"Taucan, Danilo Anggot",Dany,Nationalist People's Coalition,5282
Camiguin,Catarman,Councilor,"Abregana, Wifredo Rugay",Fred,Lakas-Christian Muslim Democrats,5282
Bohol,Sagbayan Borja,Councilor,"Montuya, Rey Rafael Delmiguez",Rey,Lakas- Christian Muslim Democrats,5283
Negros Occidental,Moises Padilla Magallon,Councilor,"Presquito, Edwin Pacheco",Sir Edwin,Independent,5283
Orintal Mindoro,Roxas,Councilor,"Estrada, Jovito Delos Reyes",Vito,Lakas-Christian Muslim Democrats,5284
Antique,San Jose,Councilor,"Legaspi, Rex Abellon",Toto,Laban ng Demokratikong Pilipino,5285
Misamis Occidental,Baliangao,Mayor,"Yap, Agne Sr. Villanueva",Agne,Lakas-Christian Muslim Democrats,5285
Pangasinan,Bani,Councilor,"Ursua, Victorino Soriano",Vic,Lakas-Christian Muslim Democrats,5288
Leyte,Bato,Councilor,"Echevarre, Marc Sanoria",Mac-Mac,Independent,5288
Iloilo,Badiangan,Councilor,"Horlador, Lmichelli Kilayko",Mitch,Nationalist People's Coalition,5289
